id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
2272,Jagged Storm,Stone Archive,rock,confident,0.87,139,0.33,0.43,0.2
2273,Transistor Modulation,Soft Movement,synthwave,nostalgic,0.6,98,0.65,0.87,0.23
2274,Core Momentum,Mosaic Division,edm,happy,0.86,149,0.88,0.93,0.02
2275,Airy Ending,Worn Candle,indie pop,nostalgic,0.58,125,0.79,0.77,0.18
2276,Prime Beat,Frost Movement,edm,euphoric,0.99,132,0.86,0.85,0.07
2277,Void Devastation,Changing Project,metal,confident,0.93,153,0.24,0.63,0.04
2278,Sacred Overstanding,Dim Rhythm,reggae,peaceful,0.47,100,0.77,0.65,0.66
2279,Gentle Petal,Smoke Desert,dream pop,nostalgic,0.66,75,0.67,0.47,0.34
2280,Iron Annihilation,Glass Spark,metal,intense,0.95,179,0.28,0.7,0.04
2281,Calm Life,Glass Spark,indie pop,joyful,0.63,103,0.65,0.7,0.16
2282,Soaring Weekend,Quiet Shade,pop,nostalgic,0.9,124,0.9,0.92,0.13
2283,Chasing Light,Open Snow,pop,confident,0.71,104,0.67,0.94,0.33
2284,Serene Barcarolle,Lost Engine,classical,focused,0.28,77,0.46,0.34,0.96
2285,Heavy Chronicle,Lunar Reef,hip-hop,happy,0.9,106,0.8,0.91,0.11
2286,Aching Morning,Haze Laboratory,blues,moody,0.54,73,0.22,0.4,0.83
2287,Wild Night,Soaring Glow,pop,happy,0.81,132,0.7,0.96,0.3
2288,Serene Concerto,Wild Syndicate,classical,focused,0.08,95,0.73,0.35,0.89
2289,Authentic Revelation,Broken Rhythm,soul,nostalgic,0.72,95,0.57,0.57,0.52
2290,Morning Symphony,Bright Storm,classical,peaceful,0.28,85,0.78,0.21,0.93
2291,Prime Drop,Bound Calm,edm,joyful,0.92,134,0.82,0.93,0.09
2292,Vibrant Rooftop,Neon Bridge,pop,nostalgic,0.71,107,0.85,0.91,0.05
2293,Rainy Guitar,Worn System,blues,nostalgic,0.34,73,0.4,0.63,0.77
2294,Mega Wave,Midnight Ocean,edm,confident,0.94,162,0.78,0.85,0.05
2295,Forever Rain,Silver Alliance,r&b,moody,0.43,93,0.83,0.92,0.51
2296,Laser Drive,True Strings,synthwave,nostalgic,0.86,106,0.64,0.75,0.14
2297,Crisp Mind,Azure Project,indie pop,joyful,0.56,106,0.62,0.85,0.17
2298,Breathless Embrace,Floating Laboratory,r&b,moody,0.47,92,0.86,0.71,0.43
2299,Transparent Flow,Sinking Echo,ambient,melancholic,0.19,58,0.68,0.35,0.9
2300,Silk Passion,Cobalt Shore,r&b,confident,0.61,84,0.84,0.89,0.57
2301,Highway Memory,Open Laboratory,country,romantic,0.61,81,0.9,0.8,0.59
2302,Transient Light,Twilight Coalition,dream pop,peaceful,0.37,111,0.64,0.61,0.71
2303,Grid Waveform,Rising Project,synthwave,moody,0.56,113,0.47,0.68,0.26
2304,Hazy Sky,Light Wind,dream pop,moody,0.45,88,0.49,0.68,0.48
2305,Simple Dirt,Old Keys,country,nostalgic,0.78,114,0.75,0.72,0.82
2306,West Wave,Chrome Machine,hip-hop,confident,0.73,114,0.45,0.87,0.09
2307,Bone Destruction,Fast Frequency,metal,confident,0.89,168,0.26,0.43,0.01
2308,Deep Session,Vivid Noise,jazz,melancholic,0.43,76,0.54,0.73,0.88
2309,Foggy Cafe,Fast Chorus,lofi,chill,0.27,94,0.63,0.56,0.83
2310,Fading Void,Echo Coalition,ambient,melancholic,0.07,70,0.58,0.38,0.97
2311,Sparkling Day,Heavy Engine,pop,euphoric,0.7,107,0.83,0.7,0.22
2312,Old Tears,Drifting Reef,blues,relaxed,0.48,94,0.52,0.65,0.7
2313,Old Pasture,Raw Calm,country,melancholic,0.57,106,0.87,0.75,0.83
2314,True Motion,Soaring Wind,hip-hop,confident,0.88,104,0.52,0.75,0.05
2315,Gold Beat,Stone Shade,hip-hop,moody,0.63,96,0.61,0.96,0.09
2316,Steel Shutdown,Dim Network,rock,angry,0.85,163,0.63,0.51,0.1
2317,Tender Sound,Dark Fire,indie pop,romantic,0.84,95,0.79,0.78,0.48
2318,Low Boogie,Glass Sound,blues,nostalgic,0.37,84,0.21,0.55,0.75
2319,Snarling Road,Young Division,rock,moody,0.95,146,0.53,0.61,0.25
2320,Golden Echo,Blazing Rhythm,jazz,romantic,0.44,88,0.57,0.74,0.81
2321,Drop Floor,Sharp Sun,edm,intense,0.95,124,0.77,0.98,0.07
2322,Rich Revelation,True Alliance,soul,melancholic,0.66,82,0.7,0.66,0.55
2323,Phosphor Protocol,Frozen Fog,synthwave,nostalgic,0.59,111,0.71,0.82,0.08
2324,Vibrant City,Stone Collective,pop,confident,0.94,117,0.84,0.97,0.11
2325,Hologram Highway,Ember Frost,synthwave,moody,0.75,126,0.63,0.75,0.19
2326,Black Inferno,Light Frequency,metal,intense,0.89,160,0.4,0.61,0.04
2327,Silent Stasis,Slow Groove,ambient,peaceful,0.36,76,0.53,0.44,0.96
2328,Transparent Space,Iron Wave,ambient,chill,0.35,49,0.63,0.17,0.87
2329,Smoldering Tower,Crimson Static,rock,confident,0.94,160,0.46,0.67,0.04
2330,Evening Concerto,Soaring Brook,classical,romantic,0.2,56,0.71,0.32,0.82
2331,Void Wrath,Shining Noise,metal,angry,0.96,137,0.38,0.51,0.08
2332,Breathless Love,Bound Assembly,r&b,confident,0.56,77,0.6,0.89,0.39
2333,Pale Mirage,Open Star,dream pop,peaceful,0.7,72,0.51,0.52,0.47
2334,Muddy Field,Hollow Lantern,blues,nostalgic,0.31,93,0.38,0.35,0.95
2335,Delicate Wave,Open Brook,dream pop,romantic,0.57,73,0.49,0.71,0.56
2336,Southern Memory,Gentle Sky,country,nostalgic,0.48,81,0.78,0.57,0.8
2337,Silk Devotion,Bright Cloud,r&b,moody,0.58,85,0.61,0.86,0.57
2338,Nebular Frequency,Dusk Brook,ambient,chill,0.19,49,0.65,0.39,0.81
2339,Obliterating Fury,Stone Spark,metal,confident,0.96,176,0.16,0.6,0.04
2340,Serene Fugue,Pale Light,classical,peaceful,0.17,81,0.46,0.15,0.95
2341,Dusty Track,Wild Groove,country,joyful,0.73,105,0.73,0.56,0.85
2342,Rusted Road,Bright Sea,blues,nostalgic,0.6,60,0.26,0.45,0.74
2343,Blinding Shutdown,Faded Machine,rock,angry,0.76,123,0.28,0.67,0.17
2344,Pretty Exploration,Old Storm,indie pop,nostalgic,0.52,92,0.66,0.75,0.28
2345,Glowing Specter,Sharp Ocean,dream pop,moody,0.4,116,0.65,0.54,0.32
2346,Resonant Boundary,Dusk Forest,ambient,relaxed,0.13,50,0.55,0.44,0.79
2347,Warm Flow,Solar Brook,reggae,joyful,0.59,72,0.71,0.83,0.66
2348,Good Memory,Hollow Glow,country,melancholic,0.71,106,0.79,0.71,0.5
2349,Rising Harmony,Dusk Stone,reggae,relaxed,0.73,77,0.89,0.7,0.57
2350,Electric Pulse,True Mist,pop,confident,0.96,119,0.94,0.66,0.14
2351,Breezy Groove,Crimson Flow,jazz,moody,0.28,96,0.66,0.44,0.64
2352,Hollow Sun,Lunar Ocean,country,melancholic,0.54,95,0.63,0.74,0.55
2353,Moonlit Solo,Gentle Pulse,jazz,relaxed,0.68,84,0.83,0.61,0.68
2354,Retro Frequency,Ember Lantern,synthwave,moody,0.59,128,0.63,0.81,0.28
2355,Deep Cascade,Bare Surge,ambient,chill,0.14,51,0.5,0.35,0.81
2356,Calm Friend,Radiant Window,indie pop,nostalgic,0.78,108,0.68,0.84,0.45
2357,Rolling Hill,True Sky,country,joyful,0.68,99,0.78,0.64,0.5
2358,Twilight Caprice,Soft Sun,classical,melancholic,0.19,46,0.77,0.28,0.87
2359,Blessed Redemption,Blazing Silence,reggae,relaxed,0.63,101,0.87,0.75,0.66
2360,Forsaken Train,Stone Foundation,blues,nostalgic,0.62,81,0.31,0.44,0.9
2361,Dreaming Barcarolle,Frost Window,classical,nostalgic,0.42,105,0.49,0.37,0.88
2362,Open Boundary,Ash Current,ambient,chill,0.2,68,0.48,0.42,0.92
2363,Pastoral Impromptu,Midnight Shade,classical,melancholic,0.32,92,0.51,0.29,0.95
2364,Southern Story,Nova Initiative,country,melancholic,0.57,117,0.61,0.53,0.68
2365,Cathode Reception,Nova Institute,synthwave,euphoric,0.89,106,0.46,0.86,0.11
2366,Gold Meadow,Dusk Syndicate,country,romantic,0.37,86,0.7,0.67,0.61
2367,Pure Fire,Open Ocean,soul,nostalgic,0.66,103,0.86,0.53,0.53
2368,Clean Weekend,Soaring Shore,indie pop,happy,0.51,93,0.74,0.63,0.21
2369,Radiant Festival,Bold Sun,pop,joyful,0.96,99,0.81,0.69,0.29
2370,Gold Track,Golden Groove,hip-hop,joyful,0.88,113,0.76,0.92,0.11
2371,Hyper Nexus,Silent Machine,synthwave,nostalgic,0.69,130,0.47,0.81,0.08
2372,Rising Bars,Heavy Lantern,hip-hop,moody,0.93,113,0.7,0.8,0.06
2373,Morning Minuet,Melting Forest,classical,peaceful,0.15,92,0.76,0.21,0.86
2374,Soft Phantom,Quiet Bureau,dream pop,nostalgic,0.48,107,0.54,0.53,0.55
2375,Rising Spark,Azure Bridge,pop,confident,0.89,134,0.63,0.78,0.28
2376,Twilight Sonata,Indigo Signal,classical,melancholic,0.17,74,0.55,0.38,0.88
2377,Wide Story,Falling Beat,soul,moody,0.63,78,0.48,0.68,0.69
2378,Serene Berceuse,Velvet Stone,classical,romantic,0.29,67,0.48,0.4,0.97
2379,Iron Tower,Young Coalition,rock,intense,0.92,121,0.64,0.66,0.26
2380,Brilliant Weekend,Still Moon,pop,joyful,0.94,123,0.94,0.97,0.29
2381,Unbroken Road,Dusk Flow,rock,angry,0.75,167,0.32,0.6,0.21
2382,Rolling Song,Vivid Roots,country,happy,0.49,84,0.71,0.72,0.71
2383,Drifting Tide,Glass Creek,ambient,peaceful,0.34,50,0.74,0.18,0.95
2384,Glacial Fog,Lunar Lantern,ambient,relaxed,0.35,45,0.48,0.44,0.86
2385,Broken Fire,Bare Tide,rock,confident,0.8,149,0.69,0.45,0.26
2386,Flow Foundation,Lost Frost,hip-hop,joyful,0.75,103,0.5,0.74,0.13
2387,Stone Collapse,Bright Archive,rock,intense,0.89,142,0.28,0.63,0.09
2388,Low Field,Golden Shadow,blues,moody,0.57,60,0.44,0.35,0.73
2389,River Meadow,Frozen Beacon,country,melancholic,0.39,115,0.65,0.61,0.56
2390,Blue Honky-tonk,Shifting Surge,country,nostalgic,0.36,120,0.69,0.66,0.81
2391,Faint Sky,Found Keys,dream pop,romantic,0.49,110,0.56,0.61,0.7
2392,Muddy Road,Ash Mountain,blues,moody,0.38,78,0.54,0.65,0.69
2393,Timeless Intimacy,Faded Candle,r&b,happy,0.59,71,0.72,0.74,0.26
2394,Mellow Rain,Echo Melody,r&b,nostalgic,0.77,96,0.57,0.63,0.33
2395,Flowing Caprice,Glowing Moon,classical,melancholic,0.19,105,0.65,0.34,0.97
2396,Washed Fog,Slow System,lofi,chill,0.44,64,0.57,0.56,0.62
2397,Warm Harmony,True Valley,reggae,joyful,0.52,76,0.74,0.69,0.46
2398,Infrared Protocol,Distant Wave,synthwave,euphoric,0.65,106,0.67,0.75,0.13
2399,Bass Drop,Wild River,edm,euphoric,0.94,155,0.71,0.92,0.02
2400,Ageless Feel,Drifting Valley,r&b,happy,0.55,67,0.86,0.9,0.34
2401,Creek Backroad,Silent Bridge,country,romantic,0.61,80,0.84,0.64,0.54
2402,Endless Night,New Shore,r&b,confident,0.5,74,0.89,0.63,0.23
2403,Ultra Impact,Floating Glow,edm,happy,0.86,159,0.74,0.94,0.08
2404,Airy Memory,Burning Melody,indie pop,romantic,0.68,118,0.85,0.65,0.53
2405,Moody Club,Mosaic Forest,jazz,confident,0.48,105,0.85,0.48,0.75
2406,Endless Love,Rising Static,r&b,nostalgic,0.63,73,0.8,0.65,0.57
2407,Wistful Tide,Spinning Sky,dream pop,moody,0.55,92,0.75,0.6,0.7
2408,Genuine Glory,Old Project,soul,nostalgic,0.59,61,0.69,0.59,0.6
2409,Washed Corner,Free Division,lofi,chill,0.45,80,0.71,0.56,0.88
2410,Island Reasoning,Amber Sound,reggae,peaceful,0.52,95,0.76,0.77,0.51
2411,Hazy Haze,Deep Storm,dream pop,melancholic,0.5,77,0.79,0.56,0.54
2412,Flash Beat,Broken Spark,edm,happy,0.92,152,0.72,0.89,0.05
2413,Cathode Broadcast,Faded Rhythm,synthwave,confident,0.72,117,0.67,0.65,0.26
2414,Hushed Journal,Rising Beacon,lofi,focused,0.47,74,0.46,0.48,0.62
2415,Radiant City,Heavy Initiative,pop,euphoric,0.73,119,0.74,0.95,0.17
2416,Pale Atmosphere,Paper Tide,ambient,relaxed,0.33,46,0.57,0.41,0.87
2417,Black Blade,Gentle Bridge,metal,intense,0.91,151,0.45,0.43,0.06
2418,Wide Night,Glass Division,country,romantic,0.75,88,0.75,0.57,0.61
2419,Hazy Phrase,Smoke Beacon,jazz,confident,0.52,75,0.65,0.43,0.72
2420,Phosphor Core,Hollow Drift,synthwave,confident,0.58,115,0.55,0.82,0.29
2421,Always Dream,Old Tower,r&b,nostalgic,0.56,79,0.73,0.92,0.2
2422,Lonesome Stomp,Chrome Pulse,blues,nostalgic,0.25,70,0.39,0.5,0.72
2423,Soul Feel,Melting Machine,r&b,romantic,0.44,81,0.79,0.68,0.48
2424,Pure Revelation,Indigo Network,soul,romantic,0.3,101,0.47,0.73,0.63
2425,Easy Reasoning,Silent Beacon,reggae,relaxed,0.53,83,0.89,0.67,0.71
2426,Forever Tone,Neon Wind,r&b,confident,0.82,75,0.64,0.71,0.55
2427,Block Frequency,Burning Institute,hip-hop,joyful,0.77,110,0.76,0.79,0.1
2428,Distant Apparition,Solar Desert,dream pop,moody,0.44,94,0.53,0.62,0.68
2429,Jagged Manifesto,Pure Sun,rock,moody,0.9,139,0.25,0.48,0.14
2430,Sunny Sun,Echo Project,reggae,happy,0.59,86,0.83,0.66,0.68
2431,Brilliant Sky,Dusk Fire,pop,happy,0.76,138,0.81,0.95,0.04
2432,Rich Pain,Dusk Lantern,soul,melancholic,0.38,91,0.51,0.61,0.43
2433,Deep Swing,Glowing Reef,jazz,romantic,0.44,101,0.5,0.5,0.67
2434,Warp Kick,Haze Drift,edm,happy,0.89,141,0.89,0.85,0.08
2435,Moonlit Melody,Sinking Movement,jazz,relaxed,0.35,86,0.64,0.61,0.83
2436,Violent Vengeance,Calm Mountain,metal,intense,0.94,148,0.38,0.53,0.04
2437,Unbroken Circuit,Zenith Keys,rock,angry,0.73,124,0.61,0.66,0.03
2438,Burning Blade,Sinking Sun,metal,intense,0.89,163,0.26,0.64,0.03
2439,Silk Song,Raw Beacon,r&b,moody,0.53,88,0.64,0.86,0.31
2440,Always Surrender,Paper Rain,r&b,confident,0.6,92,0.65,0.75,0.33
2441,Warm Shore,Gentle Project,reggae,relaxed,0.65,73,0.71,0.76,0.46
2442,Washed Page,Free Moon,lofi,relaxed,0.35,79,0.7,0.43,0.84
2443,Eternal Sun,Quiet Moon,reggae,peaceful,0.46,80,0.9,0.84,0.66
2444,Cold Hook,Broken Stone,hip-hop,happy,0.81,95,0.61,0.92,0.09
2445,Cloudy Window,Nova Flow,lofi,melancholic,0.37,58,0.5,0.5,0.78
2446,Gentle Horizon,Silver Strings,dream pop,romantic,0.6,75,0.63,0.49,0.57
2447,Young Dream,Faded Wind,indie pop,moody,0.76,101,0.84,0.62,0.43
2448,Tender Lounge,Free Movement,jazz,confident,0.38,74,0.76,0.54,0.75
2449,Dreamy Illusion,Nova Star,dream pop,melancholic,0.59,105,0.61,0.42,0.33
2450,Dusky Night,Echo Sound,jazz,confident,0.55,88,0.67,0.49,0.75
2451,Tender Barcarolle,Radiant Sun,classical,romantic,0.37,88,0.47,0.34,0.83
2452,Savage Judgment,Shifting Division,metal,angry,0.95,160,0.1,0.47,0.06
2453,Maximum Force,Echo Collective,edm,intense,0.97,137,0.82,0.96,0.02
2454,Raw Throne,Dim Frost,hip-hop,confident,0.92,89,0.58,0.93,0.21
2455,Soft Loop,Stone Flow,lofi,melancholic,0.26,80,0.68,0.56,0.85
2456,Electric Echo,Worn Reef,pop,nostalgic,0.84,100,0.72,0.85,0.05
2457,Radiant Rush,Amber Shadow,pop,joyful,0.75,130,0.74,0.87,0.32
2458,Deep Bars,Gentle Reef,hip-hop,moody,0.69,95,0.62,0.81,0.03
2459,Blinding Weekend,Paper Snow,pop,confident,0.78,129,0.91,0.79,0.12
2460,Roaring Road,Vivid Shore,rock,intense,0.83,156,0.48,0.62,0.2
2461,Naked Light,Soft River,soul,romantic,0.45,84,0.64,0.76,0.77
2462,Eternal Interval,Chrome Machine,ambient,nostalgic,0.13,57,0.48,0.16,0.95
2463,Back Summer,Bare Frequency,country,joyful,0.44,102,0.79,0.52,0.63
2464,Sunset Harvest,Dusk Flame,country,happy,0.77,117,0.8,0.75,0.69
2465,Turbo Frequency,Deep Alliance,edm,happy,0.82,150,0.74,0.81,0.07
2466,Peaceful Fantasia,Fast Brook,classical,focused,0.46,40,0.8,0.33,0.8
2467,Sweet Afternoon,Mellow Shore,indie pop,nostalgic,0.68,116,0.71,0.74,0.43
2468,Pastoral Nocturne,Shining Frost,classical,peaceful,0.14,56,0.83,0.21,0.86
2469,Vast Space,Slow Shore,ambient,chill,0.36,45,0.63,0.32,0.84
2470,Worn Vinyl,Still Collective,lofi,focused,0.53,88,0.56,0.69,0.93
2471,Celestial Ether,Hollow Foundation,ambient,melancholic,0.27,69,0.5,0.39,0.74
2472,Soft Light,Coral Sound,dream pop,melancholic,0.61,89,0.51,0.52,0.42
2473,Concrete Life,Copper Alliance,hip-hop,joyful,0.9,118,0.62,0.84,0.17
2474,Easy Redemption,Azure Snow,reggae,relaxed,0.65,93,0.79,0.76,0.72
2475,Joyful Beat,Pale Archive,reggae,peaceful,0.58,81,0.75,0.86,0.41
2476,Tender Dance,Rising Snow,r&b,joyful,0.7,78,0.84,0.81,0.63
2477,Hexadecimal Sky,Calm Silence,synthwave,euphoric,0.81,115,0.37,0.79,0.16
2478,Aching River,Silver Glow,blues,relaxed,0.53,93,0.21,0.65,0.73
2479,Eternal Bloom,Open Wave,ambient,peaceful,0.23,53,0.58,0.32,0.91
2480,Tempestuous Ballade,New Tide,classical,focused,0.48,66,0.55,0.19,0.9
2481,Hustle Architecture,Cobalt System,hip-hop,happy,0.66,112,0.6,0.87,0.18
2482,Shadow Damnation,Drifting Lake,metal,intense,0.99,160,0.4,0.6,0.03
2483,Midnight Ballad,Cobalt Pond,jazz,confident,0.33,112,0.63,0.53,0.88
2484,Soft Passage,Bare Glow,jazz,romantic,0.62,107,0.84,0.75,0.78
2485,Blue Club,Soaring Bureau,jazz,confident,0.33,104,0.62,0.42,0.72
2486,Black Siege,Cobalt Engine,metal,angry,0.93,157,0.2,0.65,0.05
2487,Eternal Flow,Turning Roots,ambient,chill,0.38,65,0.78,0.41,0.96
2488,Obliterating Vengeance,Nova Wave,metal,angry,0.98,139,0.35,0.57,0.05
2489,Rainy Feeling,Loud Strings,blues,melancholic,0.51,75,0.5,0.51,0.63
2490,Clean Feeling,Stone Movement,indie pop,romantic,0.52,126,0.88,0.75,0.24
2491,Dancing Day,Calm Initiative,pop,euphoric,0.84,124,0.77,0.73,0.18
2492,Infrared City,Lost Forest,synthwave,nostalgic,0.91,129,0.59,0.75,0.12
2493,Overdrive Synthesis,Sinking Harmony,edm,joyful,0.96,142,0.94,0.84,0.1
2494,Stone Hammer,Falling Ensemble,rock,angry,0.9,165,0.34,0.73,0.13
2495,Rising Manifesto,Dim Lake,hip-hop,angry,0.94,82,0.67,0.98,0.17
2496,Rich Phrase,Pale Static,jazz,nostalgic,0.68,116,0.82,0.63,0.87
2497,Eternal Perimeter,Sharp Creek,ambient,peaceful,0.23,75,0.58,0.43,0.89
2498,Flow Crown,Soft Chorus,hip-hop,intense,0.92,118,0.58,0.74,0.15
2499,Plasma Broadcast,Mosaic Engine,synthwave,nostalgic,0.62,113,0.52,0.74,0.23
2500,Linen Coffee,Quiet Assembly,lofi,melancholic,0.25,83,0.75,0.49,0.68
2501,Sleepy Corridor,Free Brass,lofi,chill,0.26,79,0.62,0.54,0.67
2502,Back Dirt,Still Frost,country,romantic,0.37,81,0.89,0.79,0.86
2503,Ultra Modulation,Azure Rain,edm,intense,0.89,157,0.69,0.81,0.08
2504,Mellow Fire,Cobalt Brass,r&b,confident,0.59,107,0.6,0.91,0.44
2505,Electric Storm,Haze Echo,pop,nostalgic,0.68,115,0.83,0.85,0.21
2506,Whispered Whisper,Copper Division,dream pop,peaceful,0.72,112,0.54,0.43,0.36
2507,Gold Anthem,Iron Division,hip-hop,confident,0.64,108,0.59,0.88,0.12
2508,Hexadecimal City,Deep Alliance,synthwave,euphoric,0.68,97,0.42,0.84,0.14
2509,Underground Flow,Shining Collective,hip-hop,confident,0.75,78,0.43,0.97,0.15
2510,Hazy Sunset,Mosaic Rain,lofi,melancholic,0.27,94,0.56,0.46,0.93
2511,Drop Override,Pure Foundation,edm,euphoric,0.95,137,0.73,0.98,0.1
2512,Rich Soul,Spinning Snow,r&b,confident,0.78,79,0.69,0.71,0.62
2513,Broken Soul,Spinning Fire,blues,moody,0.36,83,0.52,0.67,0.84
2514,Roots Harmony,Melting Rhythm,reggae,happy,0.68,101,0.9,0.71,0.79
2515,Simply Forever,Blazing Window,r&b,nostalgic,0.75,79,0.72,0.74,0.33
2516,Wide Sun,Echo Alliance,country,melancholic,0.56,113,0.73,0.8,0.84
2517,Overdrive Resonance,Bold Collective,edm,happy,0.92,161,0.71,0.85,0.1
2518,Flowing Blessing,Bare Pulse,reggae,relaxed,0.41,85,0.79,0.67,0.82
2519,Wild Festival,Wild Sky,pop,joyful,0.68,98,0.64,0.71,0.09
2520,Asphalt Blueprint,Quiet Static,hip-hop,moody,0.78,85,0.79,0.87,0.07
2521,Always Groove,Dawn Collective,r&b,romantic,0.43,74,0.68,0.92,0.25
2522,Vibrant Heart,Bright Shade,pop,happy,0.85,133,0.65,0.72,0.11
2523,Thunder Override,New Melody,rock,angry,0.93,166,0.47,0.73,0.22
2524,Block Bars,Silver Candle,hip-hop,happy,0.84,112,0.43,0.98,0.05
2525,Rich Song,Fast Mist,r&b,joyful,0.56,77,0.85,0.72,0.51
2526,Gentle Beginning,Twilight Keys,indie pop,nostalgic,0.71,114,0.69,0.67,0.19
2527,Tropical Movement,Young Static,reggae,relaxed,0.43,96,0.88,0.9,0.54
2528,Forever Devotion,Sinking Pulse,r&b,nostalgic,0.46,77,0.76,0.65,0.41
2529,Empty House,Broken River,blues,moody,0.55,79,0.55,0.58,0.87
2530,Analog Flux,Crimson Tower,synthwave,intense,0.56,102,0.55,0.74,0.26
2531,Fragile Glow,Solar Engine,dream pop,moody,0.69,99,0.67,0.45,0.65
2532,Delta Boogie,Dawn Laboratory,blues,moody,0.6,83,0.46,0.66,0.72
2533,Bold Festival,Silent Garden,pop,joyful,0.77,104,0.95,0.95,0.11
2534,Forsaken Trouble,Still Keys,blues,melancholic,0.33,78,0.5,0.35,0.72
2535,Quiet Melody,Deep Rush,jazz,romantic,0.29,113,0.52,0.46,0.86
2536,Celestial Boundary,Rust Frost,ambient,melancholic,0.19,56,0.66,0.16,0.91
2537,Flash Kick,Changing Groove,edm,intense,0.84,125,0.8,0.93,0.07
2538,Aching Rambling,Bold Frost,blues,nostalgic,0.58,61,0.51,0.57,0.9
2539,Broken River,Rising Assembly,soul,romantic,0.43,86,0.52,0.69,0.76
2540,Fragile Dawn,Amber Wind,dream pop,melancholic,0.66,104,0.5,0.56,0.59
2541,Snarling Sky,Turning Lake,rock,moody,0.78,157,0.3,0.46,0.16
2542,Shredding Damnation,Coral Calm,metal,intense,0.88,165,0.25,0.53,0.07
2543,Warm Intimacy,Falling Wind,r&b,nostalgic,0.4,107,0.67,0.88,0.53
2544,Blinding Thunder,Velvet Harmony,rock,confident,0.8,118,0.62,0.48,0.05
2545,Relentless Armageddon,Found Silence,metal,confident,0.92,175,0.11,0.43,0.09
2546,Velvet Melody,New Storm,r&b,confident,0.57,91,0.58,0.81,0.22
2547,Washed Attic,Rising Shadow,lofi,relaxed,0.43,92,0.65,0.43,0.88
2548,Tender Morning,Coral Silence,indie pop,moody,0.75,120,0.62,0.58,0.48
2549,Vast Wind,Gentle Snow,ambient,peaceful,0.1,64,0.48,0.14,0.78
2550,Vector Zone,Mosaic Pulse,synthwave,euphoric,0.82,129,0.62,0.85,0.22
2551,Tender Road,Twilight Moon,indie pop,happy,0.59,128,0.8,0.78,0.43
2552,Smooth Redemption,New Wave,soul,happy,0.61,97,0.76,0.71,0.54
2553,Retro Wave,Lunar Spark,synthwave,nostalgic,0.58,130,0.62,0.82,0.31
2554,Worn Study,Soft Noise,lofi,relaxed,0.41,59,0.68,0.61,0.9
2555,Country Hill,Radiant Tide,country,nostalgic,0.58,85,0.84,0.78,0.72
2556,Grinding Engine,Glowing Rush,rock,confident,0.79,141,0.43,0.59,0.18
2557,Soft Embrace,Silver System,r&b,happy,0.59,97,0.59,0.75,0.53
2558,Resonant Membrane,Silent Sun,ambient,chill,0.25,70,0.46,0.38,0.92
2559,Unending Devastation,Slow Current,metal,angry,0.9,167,0.17,0.39,0.05
2560,Lovely Wonder,Haze Bridge,indie pop,melancholic,0.55,110,0.8,0.87,0.29
2561,Raging Blade,Pure Sun,metal,angry,0.95,136,0.2,0.6,0.02
2562,Delicate Echo,Falling Rush,dream pop,melancholic,0.57,78,0.59,0.52,0.4
2563,Crushing Chain,Open Melody,metal,intense,0.85,152,0.24,0.49,0.09
2564,Shredding Chaos,Cool Bloom,metal,angry,0.9,171,0.37,0.44,0.01
2565,Deep Backwater,Pale Assembly,blues,nostalgic,0.37,70,0.44,0.35,0.73
2566,Digital Grid,Frozen Assembly,synthwave,nostalgic,0.73,89,0.5,0.77,0.1
2567,Happy Day,Ember Agency,pop,euphoric,0.82,103,0.81,0.7,0.21
2568,Morning Concerto,Lunar River,classical,focused,0.12,91,0.73,0.35,0.89
2569,Drifting Breath,Burning Harmony,dream pop,moody,0.51,90,0.67,0.57,0.55
2570,Blue Rain,Azure Brook,country,nostalgic,0.41,114,0.87,0.75,0.88
2571,Burning Feel,Fast Laboratory,r&b,confident,0.68,66,0.72,0.77,0.48
2572,Good Heart,Crimson Star,country,happy,0.71,90,0.77,0.81,0.64
2573,Midnight Rhythm,Changing Moon,r&b,romantic,0.58,85,0.78,0.69,0.61
2574,Warm Dream,Bound Voltage,indie pop,moody,0.82,129,0.79,0.84,0.18
2575,Wild Song,Silver Frequency,indie pop,melancholic,0.81,123,0.59,0.88,0.31
2576,Electric Transmission,Twilight Foundation,synthwave,nostalgic,0.71,93,0.65,0.67,0.16
2577,Sweet Mind,Young Pulse,indie pop,happy,0.62,130,0.86,0.64,0.44
2578,Easy Passion,Stone Lake,r&b,happy,0.54,92,0.89,0.87,0.31
2579,Open Orbit,Pale Institute,ambient,chill,0.12,65,0.73,0.43,0.75
2580,Serene Polonaise,New Movement,classical,melancholic,0.22,48,0.72,0.35,0.97
2581,Dreaming Minuet,Open Tower,classical,peaceful,0.44,63,0.76,0.22,0.81
2582,Obliterating Fist,Chrome Melody,metal,angry,0.97,182,0.37,0.44,0.03
2583,River Heart,Solar Sea,country,romantic,0.53,122,0.83,0.75,0.74
2584,Ancient Culture,Rust Machine,reggae,peaceful,0.45,83,0.95,0.66,0.81
2585,Capacitor Dream,Heavy Creek,synthwave,nostalgic,0.67,91,0.51,0.74,0.04
2586,Real Foundation,Orbit Sun,hip-hop,joyful,0.63,84,0.47,0.89,0.16
2587,Cloudy Dusk,Hollow Coalition,lofi,focused,0.43,75,0.43,0.59,0.91
2588,Old Night,Turning Noise,blues,relaxed,0.33,56,0.2,0.52,0.83
